cell_index,cell_mass_g_cm2,squared_l2_excess,squared_mass_norm_excess
0,0.46257913777593723,0.0033393073407501288,2.637862008946086e-06
1,0.46257913777593723,-0.018125252462554895,-1.4317913864972298e-05
2,0.4625791377759373,-0.02473089990267417,-1.9535997931133265e-05
3,0.4625791377759372,-0.02757042745571969,-2.1779062462549485e-05
4,0.46257913777593695,-0.02882240462697569,-2.2768052896530346e-05
5,0.4625791377759376,-0.029024807520584343,-2.2927939618257254e-05
6,0.4625791377759372,-0.02871779680835507,-2.2685418696554004e-05
7,0.4625791377759372,-0.029709249611408344,-2.346860976463037e-05
8,0.7538651720975449,-0.02720200577860624,-3.501904085824367e-05
9,0.7538651720975453,-0.02438665568103573,-3.139464415384252e-05
10,0.9444705082590668,-0.020195298185868595,-3.2572291287560315e-05
11,0.9444705082590668,-0.01441377596099369,-2.3247475963669627e-05
12,0.9444705082590676,-0.009749160791139544,-1.572408102993314e-05
13,0.9444705082590676,-0.005547331345146755,-8.947097031187637e-06
14,0.9444705082590676,-0.0018576823257255653,-2.996190958726524e-06
15,0.9444705082590676,0.0015061333904105192,2.4291899559423263e-06
16,0.9444705082590676,0.005025948471714189,8.106176799681769e-06
17,0.9444705082590659,0.009287534055816976,1.4979539387088063e-05
18,0.9444705082590676,0.01463936300593889,2.3611317431670184e-05
19,0.9444705082590676,0.020853061150446103,3.3633174206109155e-05
20,1.0440057734664734,0.02902348806704639,5.1744255675730795e-05
21,1.0440057734664752,0.037053416026993594,6.606033803142042e-05
22,1.6263214811010371,0.052071355611878395,0.00014461552587192596
23,1.6263214811010371,0.06805927461535627,0.00018901808246214234
24,1.6263214811010371,0.07725576939884095,0.00021455911003217688
25,1.6263214811010407,0.08086868376182926,0.0002245931009739189
26,1.6263214811010407,0.07987364585752106,0.00022182962519912643
27,1.6263214811010336,0.07552801934877511,0.00020976070447638716
28,1.6263214811010371,0.06911148195845115,0.00019194033244891349
29,1.6263214811010371,0.061697203882575595,0.00017134897832909023
30,1.6263214811010407,0.054147321866893854,0.0001503810172468608
31,1.6263214811010407,0.047046843765281565,0.00013066116623586626
32,1.6263214811010371,0.040693650237175354,0.00011301671637976104
33,1.6263214811010371,0.03452604784850879,9.588770077559463e-05
34,2.2681804078587007,0.03285450946651927,0.0001272571582196266
35,2.2681804078587007,0.034305301014268104,0.00013287658801886657
36,2.3436381072710333,0.036687140713377246,0.00014682974856160242
37,2.3436381072710333,0.04023686388507342,0.0001610364965018527
38,2.343638107271019,0.04421256503546556,0.00017694809901208213
39,2.3436381072710333,0.04833289544613313,0.00019343853861640057
40,2.343638107271026,0.05232636350261777,0.00020942124806774256
41,2.343638107271026,0.05598727332216405,0.00022407298864655193
42,2.343638107271019,0.059273795666464485,0.00023722635083483874
43,2.3436381072710333,0.062274012153699265,0.0002492338560229027
44,2.3436381072710333,0.06514910149855396,0.00026074057574508667
45,2.3436381072710333,0.06998723016702559,0.0002801037968107541
46,2.9626328832919313,0.06871072731567351,0.00034762581752924255
